用户名,评论时间,IP属地,评论分数,有用数量,短评内容
居无间,2024-12-31 14:39:24,上海,4星,124,居然比预期要好看一些。依靠“突发事件+误会叠加+随机应变”来不断增加故事的紧张感和喜剧感。这片子其实可以当一个“职场喜剧”来看，费翔演的胡恭平为了私利可以利用一切人、一切条件；而左凌峰演的朱士奇则是一个疲惫不堪又随时背锅的怨种牛马，在被压榨的过程中面临异化的考验，能让打工人产生代入感。史策的“双刀女友”也挺亮眼，她的戏果然不会令人失望。
？,2024-12-31 13:16:24,重庆,1星,103,谐音梗，烂片相
小川叔,2024-12-31 14:56:53,辽宁,1星,73,令人作呕的大烂片！！我看过这个作品的话剧版！再对比这个电影，简直就是食物和屎的关系，他除了让我意识到费翔也不是万能的，非喜剧演员演喜剧，就像是流量明星演小品一样让人生理不适，还能证明导演选角和用人的选择，是把你的脑子当洗碗布摩擦！！这个店应该有一个副标题叫做走不出去的大酒店！！就是电影里面的几个主角有很多机会离开这个酒店，可是不知道为什么他们总要回来？？这点比富二代杀人案还要让人觉得离奇！！看完这个电影，你会瞬间对马东锡，宋小宝，以及费翔集体下头！！！！
大奇特(Grinch),2025-01-01 19:56:08,北京,1星,11,戏剧原作的底子是好的，属于计谋喜剧，因一具“尸体”在酒店的物理空间上造成了人物关系的错综复杂，让主角一登场就成了傻子，一张嘴就错。然而改为电影后，依旧弥漫着浓浓舞台味，连酒店环境都像是舞台美术的布景，不管角色还是环境都是中不中、西不西，笑料基于愚蠢的戏仿，角色们常陷入现实生活中似乎不可能的荒谬境地，喜剧的所有重要转折都围绕房间那扇窗的起落，很多笑料在话剧中不是问题，到了电影中就成了问题（过时和不可信）。据说费翔有借鉴神经喜剧《育婴奇谭》加里·格兰特的表演风格，但他的表演仍然过于英伦舞台化，也不是电影的表演，其他人也一样。
匣中猫,2024-12-31 17:29:39,广东,3星,8,《封神》费翔daddy调教小鲜肉mix《2喜》冠军式cp乱炖“正能量”综艺喜剧，想当然地继续是开心麻花like没品玩笑发狂节奏，要是学《毒舌大状》在最后转进正剧的part来句比较现实的金句而不是继续东北二人转式插科打诨可能会让人观感好一点吧（左凌峰的法令纹倒是真的赶上黄子华了）。美术倒是有点意思，虽然感觉是成本限制处处是刻板印象，但整体追求的影楼英伦风搭上两位外籍演员莫名其妙让整个片子像是某种被殖民的平行世界一样，如果喜西装can try。2.5归3。
SingLesinger,2024-12-30 13:54:48,北京,2星,275,这份男味和陈旧，配上这个妙绝卡司，让我像片中的宋小宝一样对存在本身产生了怀疑。这是什么世界？这种影片是怎么过会的？我是谁，我在哪？这份钱为什么我不能赚上？（bushi
资深迟到专家,2024-12-30 22:30:01,广东,1星,45,相信我，别去电影院浪费生命看这部电影……谐音梗，复合片名……十有八九是烂片！这一颗星为了费翔和马东锡的信念感……钱难挣，屎难吃啊……
喵驼酱°,2024-12-29 07:40:50,重庆,2星,82,男配太像李行亮…..战损费翔真好看….看完了发现是个改编，虽然没看过原著但是电影真垃圾，别在电影院给观众喂💩了，刑事案件居然没有检方就离谱，纯纯法盲让人害怕。实在不行给钱让三谷和巧舟给你们写个本子吧。
孑人曰,2025-01-05 17:35:50,上海,3星,8,这个世界怎么可以出现「费翔 / 傅菁 / 马东锡 / 宋小宝」这四个名字放在一起，最后的效果是某种预料之中的不妙…傅菁和费翔都继续加油吧，还蛮get到后者在采访中对彼此同样是「歌手转演员」的惺惺相惜。不管怎么说，炒团首位大银幕女一号是wuli发酵女士啊，配上昨晚合体她秒了全世界，2025麻烦让我看上GO FOR YOU音乐会谢谢。感恩前同桌陪我看完…
小艮,2024-12-29 11:25:33,上海,2星,50,点映看了，一开始还行，大型小品，后来越来越乱了。
酱桑,2025-01-01 18:01:37,广东,1星,13,【0】猥琐，恶心，毫无下限。电影本身就不是什么高贵的东西，但总有人想着作践它。喜剧本身是没有上限的，但中国电影喜剧人就一直在不断地拉低它的下限。我不懂这点屁事在610 608两间房间的室内电影，可以通过毫无逻辑的剧本，塑料的表演，不尊重观众，尬死人的一切的。本片存在的价值就是让马东锡见识一下我国《超能一家人》这种高度喜剧给它的震惊感。比开心麻花更恶毒，更烂俗地恶心观众。
三岛,2024-12-31 18:09:31,北京,1星,20,麻烦国内编剧不要再深根性别错位的主题了（也请大学里的戏文老师不要再教这一套喜剧模版了，隔壁性别运动是一点没影响到贵影视圈啊），“我出柜了”这样的台词居然能出现在这里，还给这位看一眼就烦的男演员（像是能在华政宣传极端男权的）。双封闭空间也没能构建出什么视觉及叙事系统，倒是在登峰造极的路上驰骋…
7outta6,2025-01-01 17:59:26,北京,1星,6,烂到爆炸，low 穿地心
闲人,2025-01-02 13:52:42,河北,1星,8,原作是非常经典的佳构喜剧《乱套了》，剧场喜剧效果一流，网上能找到表坊李立群的版本堪称经典强烈推荐观看，电影版就不用看了。开心麻花出身的导演除了闫非彭大魔其余的人永远搞不明白的一点就是舞台喜剧和电影喜剧是两码事，两者的假定性完全不同。舞台剧比电影对真实性的要求宽容得多。例如舞台剧可以接受一个误会迟迟不解开，所有人物都跟傻逼一样，让误会的雪球越滚越大。在舞台上这并不是缺点，反而恰恰是编剧技巧的体现。但如果同样的情节变成电影除了部分对逻辑性要求极低的观众，大部分观众会觉得蠢爆了。编导不妨想想，如果《乱套了》翻拍电影这么有效的话，好莱坞早就拍了，还轮到你吗？
JoeyLu陆柏宇,2025-01-10 12:25:30,江苏,1星,3,是闹剧，已经过时的闹剧，看不进去
基瑞尔,2024-12-31 18:45:49,四川,2星,19,黄才伦的出现、甚至是片长都保持诡异的相同（106分钟）还有整个物料；都给人“《日不落酒店》又来了”的初印象。没有任何预期之下，但这个东拉人西摇人、杂七杂八凑一堆的阵容实在太引人好奇；最终还是有买票。它难得地没那么聒噪，但老旧的荤腥笑点、乱七八糟的线索以及完全依赖各种“阴差阳错”带出笑果会在不到半小时后迅速生厌。而在将戏剧转化至大银幕的设计上，也做得不够圆滑。希望费翔能演很多很多影视剧，但下次咱们能不能好好选。
ideal,2024-12-31 15:02:11,黑龙江,1星,15,好烂
高玉宝,2024-12-31 18:07:12,北京,3星,8,前半场靠daddy，后半场靠小宝儿，算是能看，偶尔可以让人欢快地笑出声；影片的整体感觉就像马东锡在影片中的样子，肉大身沉很笨重，出个拳倒是挺有力的，但出拳的机会太少了……
死亡芭比粉,2025-01-01 02:25:25,山东,3星,7,这卡司可以一看
残花,2024-12-31 20:25:03,浙江,2星,14,开场不久码头场景用的是AI吧，无语！把一个20分钟的小品生硬拉扯成一部电影，就一个关于意外的剧情，还要套上自以为的高大上的升华式结局，其实都是割裂，一本假正经的男人即使为民除害他也是个被唾骂的渣男，还好意思歌颂吗？但把喜剧部分拍好也行啊，费翔蹩脚的台词把包袱变成念白，镜头和剪辑把喜剧变成碎片，最出彩的反而是黄才伦，但这不就是《日不落酒店》番外嘛！
冰骑士,2024-12-28 22:54:02,北京,4星,125,整部电影非常的热闹又充满荒诞，一次次的巧合与误会不断的制造笑料，真的做到了全程高能！费翔真的太有魅力了，性感的外貌和声音，站在你面前就是让人不相信电影中会饰演一个渣男，但也是一个有底线的渣男，他的表演也是非常搭配整个电影的舞台剧基调，让大家看到了不一样的费翔。剧中出现的熟人太多了，喜人的表演很出色，马东锡和宋小宝的加盟让混搭到了不可思议的地步，巨大的反差感产生巨大的化学反应。年底了，再苦的日子也不能忘了暂时放松自己，很推荐来大笑迎接新年。
豆瓣天后董小姐,2024-12-31 14:38:41,山东,4星,125,一开始听说《窗前明月咣》时，我内心os：费翔？宋小宝？？马东锡？？？不是，这几个人搭在一起，也太神奇了吧！好奇心驱使去看看这样的混搭风，究竟要拍个啥！结果没想到，几个人的组合竟然这么自然好笑！！费翔daddy颜值演技依然在线，用着一本正经的搞笑风格竟然意外好笑。尤其是那句“watch out”，国粹变殷语实在太洗脑了！宋小宝更是爆改黑皮新娘“哥哥好坏～”咖妃这次也是攀上纣王了，从没想过有一天我也嗑上宋小宝和费翔的cp了。马东锡搞反差萌，彪悍的外表搭配可爱少女心.....笑点太多，盘不过来了。万万没想到这样的奇特阵容，竟成为我的笑点捕获机。
阿菲西林,2024-12-30 16:21:31,北京,1星,14,弱智闹剧
leslie1991,2025-01-01 12:27:44,上海,2星,13,原版的问题就是围绕同一个点一直在兜圈子，而且越加人越多，人越多越乱，导致观众逐渐疲态，结尾收不住，电影版一模一样的问题。而且作为喜剧，费翔的说话节奏真不合适，好多笑点表现不出来。而且马东锡演这个角色太屈才了。
壹安²,2025-01-21 11:32:00,北京,2星,2,虽然有经典舞台剧目打底，但也不能这么《各演各的》吧，左凌峰史策演喜人，宋小宝演欢乐喜剧人，马东锡演个傻子，黄才伦演麻花式不断call back的喜剧角色…但是有一说一费翔daddy真的是太优雅了，就是喜欢他这个假正经的范儿。
mpor2,2025-01-01 00:26:37,北京,3星,5,最有看点的果然是看马东锡扇人嘴巴子！！！
朝觐电影,2024-12-28 22:03:08,广东,2星,14,根据“三一律”戏剧改编的“三一律”电影，各种元素一锅炖，够乱够闹，不是那种无逻辑无厘头的烂，但也离那不远了。低俗笑料和烂梗同时出击，但好在时不时能让人尬笑几声。费翔那一口普通话自带笑点，让本来还有几分“严肃”的场景瞬间失真
豆瓣路人己,2024-12-31 17:39:44,上海,2星,14,还好是费翔，消解了一些油腻感。黄才伦真的别演电影了，太油了。油过包贝尔
萍～,2024-12-31 07:20:03,北京,5星,20,这部影片真的让人“哈哈哈”！跨年就应该看这样有点儿无厘头、有点儿搞笑、又带有动作戏的影片！电影中费翔老师金句频频出现，和宋小宝的喜剧感结合简直是搞笑她妈妈给搞笑开门，搞笑到家了！影片中除了搞笑，还有马东锡老师动作戏的助阵，虽然动作戏不多，但是看得过瘾！其实在无厘头的剧情下，也展示了人活着还是要有原则，不该做的做了，就要用更多的谎言去掩盖，最后成了自己也圆不回去的弥天大谎，甚至可能犯罪！费翔宋小宝等主创也来到现场，费翔老师的绕口令差点儿把自己舌头给绕进去，好玩儿好笑的同时，也展现出主创们对这部影片的用心！
Nemooo,2024-12-31 20:02:31,浙江,1星,9,快跑！
萌萌的老王,2025-01-01 16:38:31,上海,2星,11,窗前明月光，脑子掉光光。里面所有的人物都好像酒店这扇坏掉的窗户一样，一撞智商通通为负。这种外国文学改编的，还是上舞台剧吧。
秋奔客,2024-12-31 17:16:48,广东,1星,19,既然在桥段节奏配乐上已经往三俗屎尿屁上靠了，演员就踏踏实实抛弃形象，主创就乖乖的別试图找补啥价值
朝阳区妻夫木聪,2025-01-15 11:08:12,北京,1星,2,平心而论，确实笑了两三下。能感到原文本还是有一定扎实度的，利用谎言和误会一层又一层叠加，常见的喜剧招式，只不过呈现效果还是太话剧了，最后完全乱了，观感也确实有点不伦不类，就跟看到这个卡司阵容第一眼的感觉一样——精致法餐里夹杂着东北铁锅炖的感觉。另外这个故事里的角色塑造还是太落后了，女人是慕强的职场下位者、香艳的花瓶或者深闺之妇、脆弱但暴力的索爱者；是被男人耍的团团转的、需要躲在门后、床底、柜中的无法正大光明示人的“背德者”；是可以被随便指派安排成某某的情人、某某的新娘、某某的妹妹的存在。一想到这些，就觉得那些勉强好笑的地方也都不好笑了。
比万,2024-12-31 13:19:08,陕西,1星,13,这部烂片，是我生平看过烂片中top2乃至top1级别的烂片。但我却希望所有人都能去看看。花几十块钱就能感受到什么是地狱，哪有这么超值的事呢？完整看完这部片子，你会发现这个世界上哪还有迈不过去的坎，你会感叹活着真好，连此刻楼上小孩蹦蹦跳跳的吵闹声，都如同耳边奏响仙乐。
万珄一,2025-01-02 15:05:26,北京,1星,5,太烂了……淘票票评分9.5……真雷人……
吞云吐雾狮子兔,2025-01-02 15:49:03,新疆,3星,3,这个卡司好奇怪，但是嗑起来倒也挺有趣啊。
mr.left,2024-12-29 16:25:02,北京,2星,13,费翔老叔的普通话进化神速
黑色大丽花,2024-12-29 18:30:56,湖南,3星,6,《床前明月，咣》长沙路演宣传场次。第二次见费翔老师了。架空式世界观。整部电影的台词和表演都是那种小剧场话剧、轻喜剧风格的。
如意萬重,2025-01-07 10:08:47,黑龙江,1星,3,完全不好笑，浪费了一个好剧本！用网大的方式，履历一般般的导演+好剧本+好演员的模式，拍出来的东西真的是惨不忍睹。怪不得业内人都说剧要用好编剧好剧本，而电影必须是好导演，这样的模式才能出好作品呢。表面上《窗》的主演是费翔，实际上左凌峰的戏份最重，可是左凌峰饰演的朱士奇身上完全没抖出笑点，却一直都很尬。由此可见优秀的演员能演反派，但是大多数优秀的演员演不了喜剧，优秀的喜剧演员演普通角色都带有喜剧效果。本片只有宋小宝一个喜剧演员参演，可是他的角色更不好看，更尬。他咖妃一般的形象在片中都不如二人转里的土气形象好笑。再加上不停的反转再反转，剧情越搞越复杂，可就是不好笑怎么办呢！~一群大票明星演的东西都不如素人拍的短剧好笑，太可笑了~
落木Lin,2025-01-01 10:04:57,湖南,2星,5,很难想象要是没有原著打底这片会乱成什么样。《窗前》的包袱就是靠身份错位和连环扯谎抖出的，要编织一张复杂的关系网，就仿佛一开头电影牵出六七段线条玩提线木偶，但越往后玩得手抽筋了线打结了，木偶被乱线牵得形体诡异，到最后支离破碎。电影到末段就玩脱了，把网撒出之后不是收网抓鱼，而是直接剪断网让它石沉大海。这使得后半段很泄气，很多关系包顿饺子莫名其妙就了结了，埋了一整部的案子凭助理几言轻松胜诉。但要是新年想看乐子，《窗前》够有乐子看。演员阵容破次元壁，人物反转接踵而至，各种杂梗随地乱抛，能看得下去，但观后跟刷完一场酣畅淋漓的短视频没什么区别，除了偶冒的金句能亮一眼。电影几乎都按话剧模式拍，镜头语言匮乏，纯娱乐性质，演员表演也都跟闹着玩一样，就仿佛闯入了民族大熔炉，亚非拉全集齐了，太乐了。
连城易脆,2024-12-31 15:34:48,江苏,4星,75,实话说比预期要好，大家可能被费翔、马东锡、宋小宝这样的混搭阵容吸引，我则是注意到这部电影的编剧竟是王述平，他的代表作可是《让子弹飞》和《有话好好说》。所以，《窗前明月咣》其实在喜剧电影的包装下藏着不少辛辣的讽刺内核，每一组关系，其实都在探讨一个社会议题。即便是左凌峰饰演的看似正义的朱律师，在剧作上也有表达出他在名利和权力面前的软弱。至于喜剧效果，因为原版故事就颇具创意，而费翔的“商务殷语”加上一拳超人马东锡的反差萌，确实挺有意思的。整体来说，算是跨年档最适合合家欢的一部电影吧，带父母看也不用担心无聊或者看不懂，也有他们熟悉的演员，可以给团圆饭增加不少谈资。
公民奎文,2025-01-01 23:57:37,上海,2星,6,再看一次麻花谐音梗烂片我是狗！
一〇一,2024-12-31 16:51:39,上海,2星,13,一群人都很忙，但不知道在忙啥……感觉像在看杨子的脑洞，胡说八道，说来就来，看得人头疼。感觉想要模仿一些黑色喜剧电影（比如大烟枪这种多线结构）拍出来是一团浆糊，简直应验了那句粥而复屎……完全不知道为了什么而设计一连串的误会……搞笑的点就那点生硬的脱口秀台词，唯一记得的只有这句：既想从事服务性行业，又想树立标志性建筑……最难受是一坨屎最后还硬拔高度，短小品可以，不代表电影可以。纯纯浪费一堆有演技的演员……
Crazy Ivan,2025-01-01 12:38:02,广西,3星,3,万达  笑点是有，尬点更多，改成电影后节奏感就不太行。时代和地点设定显得不伦不类，费翔的舞台腔还是有些出戏，本来可以打出反差感的。可惜皓史成双怎么就不能出现在同一部贺岁片里呢？差点没认出贾科长……
正在输入···,2024-12-31 14:47:28,浙江,2星,10,最喜欢马东锡带来的笑点，非洲也有我粉丝？
libertas,2025-01-10 08:59:35,内蒙古,5星,2,笑点很多，节奏不错，费翔的口音很搞笑，傅菁真的很漂亮，不太喜欢施诗最后的结局，比较喜欢其他两位女性的结局。
一只特特呦,2024-12-31 23:41:52,北京,2星,4,“神级”演员组合，改编自话剧，电影总有种麻花的感觉。谁上了谁的床之全员遛马东锡，一力降十会，混乱到脑子跟不上就没人会想情节了，可以看出底本还不错，演出基本达到效果，烂梗不是很多，老马的中配比费翔的声音都合适。
阴阳师,2025-01-09 18:01:21,北京,3星,2,还行吧。毕竟看过舞台剧，电影化的本片感觉少了一些魅力。另外不是很明白费翔老师和马东锡老师的配音，是故意的吗还是演员坚持还是什么。让一些比较顺畅的笑料“咯噔”一下。
正心斋主,2025-01-01 18:35:14,辽宁,2星,2,傅菁这是傍上谁了？……
闻舟渡我,2025-01-01 18:19:13,河南,3星,2,舞台剧风格偏重 不太适配大荧幕
Joker,2025-01-02 03:03:53,陕西,1星,11,看了眼最新评论有个说从头笑到尾就去看了，看完回来想说一句你tm该活的有多让人羡慕，没笑点也能笑出来。
Evenc伊文西,2024-12-31 19:46:22,北京,2星,2,把一个成熟话剧本子改成了一个不接地气没有笑点毫无逻辑无比混乱的大号晚会小品。
惘然,2025-01-01 20:31:42,江苏,2星,2,误会喜剧如果突破了舞台的限制，就不成立，因为世界之大，办法之多，并不在方寸之间；误会喜剧如果超过一定时长也不成立，因为难免反复，难免出戏；误会喜剧的问题还在于很难上番，也就越往后看越无趣了。
Jasper,2025-01-01 19:25:19,北京,1星,6,0元购，0分
福雷斯特冈普,2025-01-02 11:50:37,北京,3星,2,6.4.2025开年第一片，一部乱哄哄的电影，象征着我新的一年。
玉木大河,2024-12-31 21:15:58,天津,1星,3,本来有舞台剧的底子应该不会难看，但是改成电影，放在这个时代来看，非常离地。宋小宝和马东锡联合降智也无法抵消女性角色全员恋爱脑。
张脑三,2024-12-31 13:58:14,江苏,1星,6,编剧拉出去枪毙吧
梦里诗书,2025-01-01 13:23:38,湖北,1星,4,从费翔到宋小宝，再到马东锡，每个演员在《窗前明月，咣！》里并不是在演绎一个角色，而就是将自己最为典型的人物形象带入到了这部电影中。而不讲逻辑的胡编乱造，自以为是的烂梗包袱，使电影所制造的笑点终都只是让人生理不适。
yii,2025-01-01 22:43:06,北京,1星,13,洗钱在这部电影身上具象化了🤮
Norloth,2025-01-01 22:18:14,上海,2星,2,其实本身的题材并不差，还改编自舞台剧，结果没有成功改成电影，而是改成了一个超长春晚小品。对不起，费翔老师，你再帅也挽救不了这个电影了…
娱乐圈梗姐,2024-12-31 14:36:39,江苏,4星,81,跟这两年看的其他喜剧片不太一样，有点让喜剧回归喜剧那味儿了。一个晚上接二连三的谎言和麻烦事。乍一看，这不闹着玩嘛？！但去看了之后，才发现这组合是真好玩啊！剪不断理还乱的关系网、一本正经搞笑的渣男费翔、嗑不过来的cp混战......金句频出，笑得停不下来，这完完全全就是我一直在期待的纯喜剧，完全没有说教和煽情，全程就是逗你乐。甚至到了最后一秒，也给你来个包袱啊哈哈哈哈，太好玩了，超适合跨年和家人朋友一起去看。
誓言＿瞬间,2024-12-31 13:48:24,四川,1星,4,好无聊的喜剧，为了混乱而强行制造混乱，最可怕的是找了一堆演技不够的人来演导致毫无戏剧感。
吃点好的,2024-12-31 19:40:54,北京,4星,63,一开始没抱太大希望，总觉得宋小宝演什么都是内个味道，结果这部电影真的让我看到了宋小宝的喜剧功底，结果竟然还不错。
阿孝咕,2024-12-29 19:56:58,江苏,2星,4,卡司足够吸引人，但化学反应不好，这俩美国人凑一起讲中文或者配音都很出戏，在密闭空间里的“低成本”制作，布景基本没上心，缺乏真实感，普通观众和粉丝走进电影院乐呵一下是够了。
眼睛瞪得像铜铃,2025-01-04 21:03:40,山东,3星,0,往年常远跨年片的毛病基本上都有，但之所以还算能看偏偏是因为没让常远来演。这片子或许能开辟会开辟内地喜剧片的新赛道，即多找些有话题的选角，笑点多从演员的原有人设里剥削。看似讨巧但恰恰是成熟娱乐市场才有的做法，比回回都惯性去找王迅贾冰潘斌龙这样的老梆菜铺底料要强一百倍。
徐若风,2025-01-01 17:50:45,北京,4星,9,3.5  观感还挺有意思的，荒诞又抓马，三谷幸喜“国内平替”即视感。一句一个谎，谎谎不一样，撒谎被拆穿，圆谎又再次被拆穿。阵容也是全程一边觉得这也太离谱了，一边又有打破次元壁、期待后续发展的感觉。费翔的个人魅力、西装造型与表演都很精彩，总能字正腔圆地爆出意外好笑的梗。这种“非喜剧演员”演喜剧，没有套路，才是牢牢吸睛的。
艾利snow,2025-01-01 20:48:56,上海,2星,3,好重的开麻味…
初宜拾舞,2025-01-02 15:36:40,重庆,未评分,1,电影版《窗户上的尸体》。
宋小八,2025-01-07 23:10:09,北京,2星,2,无聊中带点有趣
